@id,name,addr:street,addr:city,website,phone,amenity,building,municipality,@lat,@lon
1000000678119478,Факултет за туризам и бизнис логистика,,,,,,university,,41.7597211,22.1660979
1000000678119479,Ректорат,,,https://www.ugd.edu.mk/,,university,,,41.7362137,22.1822087
1000000678119480,Ликовна академија,,,http://la.ugd.edu.mk/index.php/mk/,,,university,,41.7369647,22.1909730
1000000678119481,Музичка академија,,,http://ma.ugd.edu.mk/index.php/mk/,,,university,,41.7370232,22.1912714
1000000678119483,Филмска академија,,,,,,university,,41.7371851,22.1911017
1000000678121136,Кампус 3,,,https://www.ugd.edu.mk/,,university,,,41.7364225,22.1947887
1000000704024154,Градинка "Виножито",,,,,,kindergarten,,41.7524449,22.1968914
1000000707017724,Shkolla Emin Duraku,,,http://eminduraku.edu.mk/,,school,,,41.9734360,21.2378011
1000000728854357,Јахја Кемал основно и средно училиште,Варшавска,Cкoпje,https://www.ykc.edu.mk/,+389 72 229 030,,school,,42.0007654,21.3925025
1000000770390209,ООУ Христо Узунов,Гоце Делчев,Другово,,,school,,,41.4836210,20.9223387
1000000781153477,Ристо Шуклев,,,,,,school,,41.1830841,22.4805527
1000000794525646,Основно Училиште Гоце Дечев,,,,,,school,,41.8831216,22.5122418
1000000810051427,Економски факултет - Прилеп,Прилепски Бранители,Прилеп,http://www.eccfp.uklo.edu.mk/,,university,,,41.3539070,21.5409813
1000000816784590,ООУ Пере Тошев,Пере Тошев,Росоман,,,,school,,41.5162603,21.9444266
1000000816784591,ООУ Пере Тошев,,,,,school,,,41.5165734,21.9443784
1000000818925856,ООУ Кузман Јосифоски-Питу,,,,,school,,,41.5088509,20.9557622
1000000818926644,Градинка Олга Мицеска,,,,,kindergarten,,,41.5100513,20.9546238
1000000828216346,ООУ Др Владимир Полежиноски-Полежина,,,,,school,,,41.5041768,20.9600529
1000000828220333,О.У Санде Штерјоски,,,,,school,,,41.5189267,20.9575729
1000000839007631,ООУ „Гоце Делчев“,Цветан Димов,Свети Николе,,,,school,,41.8665686,21.9411694
1000000839038739,Детска градинка „Рахилка Гонева“,Кочо Рацин,Свети Николе,,,kindergarten,,,41.8648034,21.9350581
1000000839150798,СОУ „Кочо Рацин“,Кочо Рацин,Свети Николе,,,school,,,41.8655291,21.9385917
1000000839153503,ООУ „Кирил и Методиј“,Ангел Трајчев,Свети Николе,,,school,,,41.8639141,21.9373393
1000000839736611,Средно стручно училиште „Кочо Рацин“,,,,,school,,,41.8627383,21.9490153
1000000844322211,Kiril Pejchinovik,,,,,school,,,41.9781468,21.4443324
1000000849354284,СОУ „Јосиф Јосифовски“,Македонија,Гевгелија,,,,school,,41.1423451,22.5047128
1000000851121702,Детска градинка Павлина Вељанова клон 1,9ти Мај,Кочани,,,kindergarten,,,41.9142804,22.4148566
1000000851849172,Детска Градинка Павлина Вељанова клон 4,,,,,kindergarten,,,41.9233836,22.4097767
1000000859029872,ООУ Рампо Левков-Левката,Цар Самоил,Прилеп,,+38948422377,school,,,41.3377561,21.5540674
1000000860988445,ООУ Ѓорѓи Делчев-Гоце,Мечкин Камен,Прилеп,https://oougocedelcev.edu.mk/,,school,,,41.3430617,21.5678225
1000000861170117,ПООУ Блаже Конески,,,,,school,,,41.3570743,21.5357858
1000000863286271,Градска библиотека Искра,Маршал Тито,Кочани,,,library,yes,,41.9194025,22.4099433
1000000878963520,ПООУ Круме Волнароски-Коља,,,,,school,,,41.2374164,21.4062116
1000000878965708,ПООУ Гоце Делчев,,,,,school,,,41.3676703,21.6530743
1000000879448314,ООУ „Димитар Македонски“,Ѓуро Малешевац,Скопје,,,,school,,41.9736430,21.4762493
1000000881656377,ПООУ Круме Волнароски-Коља,,,,,school,,,41.2593031,21.4824365
1000000890966161,Наум Наумоски-Борче,Коча Миленку,Крушево,,+38948477101,library,yes,,41.3669471,21.2488977
1000000890973667,ПООУ Кирил и Методиј,,,,+38948456217,school,,,41.2159241,21.4860525
1000000893146894,ПООУ Круме Волнароски-Коља,,,,,school,,,41.2818867,21.5687654
1000000893149557,ПООУ Круме Волнароски-Коља,,,,,school,,,41.2485529,21.3953509
1000000893155848,ПООУ Стале Попов,,,,,school,,,41.1632546,21.6864288
1000000893162091,ПООУ Гоце Делчев,,,,,school,,,41.3724220,21.7406832
1000000898156167,ПООУ Круме Волнароски-Коља,,,,,school,,,41.3105802,21.5140705
1000000899133476,ПООУ Стале Попов,,,,,school,,,41.2799488,21.6706316
1000000899134885,Гимназија "Јосип Броз Тито",Димитрије Чуповски,Cкoпje,https://josipbroztito.edu.mk/,+389 2 3214 314,school,,,41.9944666,21.4261921
1000000899182418,ПООУ Стале Попов,,,,,school,,,41.1473981,21.8238967
1000000899195540,ПООУ Рампо Левков-Левката,,,,,school,,,41.3259156,21.5767984
1000000899449838,ПООУ Кирил и Методиј,,,,+38948456217,school,,,41.1795491,21.5962861
1000000899453104,ПООУ Кирил и Методиј,,,,+38948456217,school,,,41.2311074,21.5473355
1000000899463572,ПООУ Круме Волнароски-Коља,,,,,school,,,41.3020000,21.5674936
1000000899468318,ПООУ Стале Попов,,,,,school,,,41.1669231,21.7278120
1000000899479867,ПООУ Стале Попов,,,,,school,,,41.2057657,21.6535331
1000000899622223,ПООУ Стале Попов,,,,,school,,,41.1387344,21.7828243
1000000899627680,ПООУ Кирил и Методиј,,,,+38948456217,school,,,41.2307002,21.5992318
1000000899641936,ООУ Стале Попов,,,,,school,,,41.1771977,21.8262466
1000000899650412,ДГ Наша Иднина,,,,,kindergarten,,,41.3429126,21.4418925
1000000899655606,ПООУ Стале Попов,,,,,school,,,41.2587279,21.6912293
1000000899660530,ООУ Кирил и Методиј,,,,+38948456217,school,,,41.2128944,21.4985383
1000000899660532,ПООУ Кирил и Методиј,,,,+38948456217,school,,,41.2002622,21.5670311
1000000899882844,ПООУ Стале Попов,,,,,school,,,41.2553339,21.6457695
1000000899882852,ПООУ Круме Волнароски-Коља,,,,,school,,,41.2033999,21.4616361
1000000899882864,ПООУ,,,,,school,,,41.4028722,21.6702258
1000000905876264,Наце Николоски,,,,,school,,,41.3660832,20.6487481
1000000914465149,ОМУ Ордан Михајлоски-Оцка,,,https://muzickoprilep.edu.mk/,+38948415715,school,,,41.3435827,21.5539974
1000000914466874,ООУ Блаже Конески,,,https://oublazekoneski.edu.mk/,,school,,,41.3512882,21.5370635
1000000915203317,ООУ Добре Јованоски,,,https://ooudobrejovanoski.edu.mk/,,school,,,41.3530966,21.5521950
1000000915205457,ООУ Кире Гаврилоски-Јане,,,http://ooukgjane.edu.mk/,,school,,,41.3476567,21.5609710
1000000915207488,ООУ Климент Охридски,Архиепископ Доситеј,Прилеп,https://ooukohridski.wordpress.com/,,school,,,41.3458971,21.5481513
1000000918943444,ООУ Коста Солев-Кочо Рацин,Борка Талески-Модерното,Прилеп,http://ooukocoracinprilep.edu.mk/,+38948425772,school,,,41.3437266,21.5545780
1000000918954697,ДСД Јордан Чопела-Кулак,Пере Тошев,Прилеп,,+38948414523,,dormitory,,41.3527624,21.5428258
1000000919665113,Правен Факултет - Кичево,Партизанска,Bitola,https://pfk.uklo.edu.mk/,+389047221115,university,,,41.0221417,21.3310960
1000000919666358,ДГ Наша Иднина,Бидимаж,Прилеп,,+38948417760,kindergarten,,,41.3421450,21.5450546
1000000919666936,ДГ Наша Иднина,Кузман Јосифоски-Питу,Прилеп,,+38948417760,kindergarten,,,41.3490258,21.5454998
1000000919667141,ДГ Наша Иднина,,,,+38948417760,kindergarten,,,41.3525126,21.5526807
1000000919667238,ДГ Наша Иднина,Радовишка,Прилеп,,+38948417760,kindergarten,,,41.3438932,21.5687673
1000000922175325,ООУ  Киро Глигоров'',Aдам Мицкиевиќ,Cкoпje,http://www.ooukirogligorov.edu.mk/,+38926142744,school,,,41.9925398,21.4143237
1000000925913817,Факултет за биотехнички науки - Битола,Партизанска,Битола,http://www.fbn.uklo.edu.mk/,,university,,,41.0231450,21.3261203
1000000929187741,ПООУ Ѓорче Петров,,,,,school,,,41.4610251,21.3990754
1000000944629992,Гоце Делчев,Градски зид,Скопје,https://gocedelcev.edu.mk,+389 (02) 3129062,school,,,41.9926194,21.4280379
1000000957920007,ПООУ Исмаил Ќемали,,,,,school,,,41.5272481,21.4134381
1000000977448202,Невена Георгиева Дуња,,,,,,school,,41.9802628,21.4451464
1000000989817719,South East European University,,Cкoпje,https://www.seeu.edu.mk/,,university,yes,,41.9991337,21.4353055
1000000990060751,Технички факултет - Битола,Македонска Фаланга,Bitola,http://www.tfb.edu.mk/,,university,,,41.0209050,21.3413451
1000000990060752,ДУД Мирка Гинова,Македонска Фаланга,Bitola,http://mirkaginova.mk,+38947237548,,dormitory,,41.0218478,21.3411489
1000000991234632,ПООУ Коста Солев-Кочо Рацин,,Прилеп,http://ooukocoracinprilep.edu.mk/,,school,,,41.3402863,21.5607907
1000000991661503,Факултет за информатички и комуникациски технологии - Битола,Партизанска,Битола,https://fikt.edu.mk/,,university,,,41.0221474,21.3256333
1000000991662298,Висока медицинска школа - Битола,,,http://vmsb.uklo.edu.mk/,+38947253268,university,,,41.0230063,21.3189164
1000000991666686,Педагошки факултет - Битола,,,https://www.pfbt.uklo.edu.mk/,,university,,,41.0322459,21.3148170
1000000992188591,ПООУ Тодор Ангелевски-Тошо Даскало,,,,,school,,,41.0551674,21.3414535
1000000992188593,ООУ Тодор Ангелевски-Тошо Даскалот,Илинденска,Битола,http://todorangelevski.blogspot.com/,+38947622337,school,,,41.0370877,21.3387127
1000000992188601,ООУ Никола Тодоровски-Коле Канински,,,,,school,,,41.0258575,21.3437856
1000000992188604,ООУ Св. Кирил и Методиј,1. Мај,Битола,https://oukimbt.webs.com/,+38947237222,school,,,41.0308289,21.3389734
1000000992188613,ООУ Св. Климент Охридски,Димче Лахчански,Битола,http://ousvklimentohridskibt.weebly.com/,+38947255737,school,,,41.0240314,21.3090538
1000000992188617,ООУ Ѓорѓи Сугарев-Волкан,Димитар Влахов,Битола,https://gorgisugarev.wordpress.com/,,school,,,41.0341489,21.3336941
1000000992188623,ООУ Ѓорѓи Делчев-Гоце,Виенска,Битола,https://btgocedelcev.wordpress.com/,,school,,,41.0284842,21.3338456
1000000992188627,ООУ Стефан Наумов-Стив,,,http://oustivnaumovbt.edu.mk/,+38947223364,school,,,41.0275757,21.3263744
1000000992188629,ООУ Др Трифун Пановски,Охридска,Битола,https://trifunpanovskibitola.wordpress.com/,,school,,,41.0310581,21.3272882
1000000992188637,ООУ Елпида Караманди,Младински Бригади,Битола,https://www.elpidakaramandi.edu.mk/,,school,,,41.0313682,21.3126979
1000000992609751,University of Goce Delcev,,,,,university,,,41.4422846,22.6648795
1000001002974675,Sv. Kliment Ohridski,,,,,school,,,41.1211009,20.7792765
1000001009691552,International Primary School,Скупи,Cкoпje,https://ips.mk,+38923073700,school,school,,42.0139770,21.4033718
1000001044716329,ПООУ Пецо Крстески-Даскалот,,,,,school,,,41.3936621,21.3724460
1000001047511357,ПООУ Исмаил Ќемали,,,,,school,,,41.5548757,21.4286405
1000001047603395,ООУ Вера Циривири-Трена,,,,,school,,,41.4775057,21.3140552
1000001047603415,ПООУ Пере Тошев,,,,,school,,,41.4638916,21.4880816
1000001047622468,ООУ Пецо Крстески-Даскалот,,,,,school,,,41.4259226,21.4533306
1000001047622477,ПООУ Пере Тошев,,,,,school,,,41.4681818,21.5440715
1000001047622483,ПООУ Пере Тошев,,,,,school,,,41.4407687,21.5193829
1000001054082248,ООУ Слобода,,,,,school,,,41.4209069,21.2791101
1000001054098592,ПООУ Пецо Крстески-Даскалот,,,,,school,,,41.3817058,21.4151900
1000001054257654,ПООУ Петре Глигуровски,,,,,school,,,41.4977507,21.4069541
1000001054257661,ПООУ Мирче Ацев-Стојче,,,,,school,,,41.4684953,21.2886718
1000001054290171,ООУ Мирче Ацев-Стојче,,,,,school,,,41.4461169,21.3195713
1000001054395727,ПООУ Слобода,,,,,school,,,41.3980340,21.3073324
1000001054395744,ПООУ Пере Тошев,,,,,school,,,41.4485276,21.5608702
1000001055341011,ООУ Ѓорче Петров,,,,,school,,,41.4517918,21.3763142
1000001055731611,ПООУ Ѓорче Петров,,,,,school,,,41.4747192,21.4167164
1000001055765337,ПООУ Пецо Крстески-Даскалот,,,,,school,,,41.4137456,21.4692424
1000001056108808,ПООУ Петре Глигуровски,,,,,school,,,41.5006739,21.4513317
1000001056280412,ООУ Никола Карев,Шула Мина,Крушево,http://oounikolakarevkrusevo.edu.mk,,school,,,41.3689115,21.2503188
1000001080943202,ОУ„Браќа Миладиновци“,,,,,school,,,41.0410107,21.0045919
1000001083221697,Parku i Shkolles,,,,,school,,,41.8782848,20.8873111
1000001083221699,Shkolla Fillore "Naim Frasheri" dhe Shkolla e Mesme Komunale,,,,,,school,,41.8782200,20.8878601
1000001083221708,Shkolla Fetare,,,,,school,,,41.8789798,20.8824661
1000001083437726,Shkolla Fillore e Kalishtit,,,,,school,,,41.8804144,20.8636948
1000001083507078,Shkolla Fillore e Gjurgjevishtit,,,,,school,,,41.8958487,20.8622324
1000001085592563,Shkolla Fillore Senakos,,,,,,school,,41.8825626,20.8916658
1000001085592569,Shkolla Fetare Senakos,,,,,,school,,41.8816660,20.8905933
1000001102745540,Elementary School Magdalena Antova,,,,,,school,,42.1538090,21.7356606
2000000002434814,ОУ Глигор Прличев,,,,,school,,,42.0145635,21.4588205
2000000003030761,О.У Санде Штерјоски,,,,,school,school,,41.5189156,20.9575141
2000000005360061,Сули-ан - Факултет за ликовна уметност,,Cкoпje,,,university,yes,,42.0016700,21.4377751
2000000006526460,О.У. Прпарими,,,,,,school,,41.8305873,20.9663036
2000000007831823,Факултет за електротехника и информациски технологии,,Cкoпje,,,,university,,42.0049790,21.4083431
2000000007845991,Технолошко-металуршкиот факултет,,Cкoпje,,,,university,,42.0047322,21.4100719
2000000009069583,ОУГС Љубен Лапе,,Cкoпje,,,school,yes,,41.9843491,21.4603752
2000000009789012,О.У. Блаже Конески,,,,,school,,,41.7163947,21.7751401
2000000013938623,О.У. Марко Цепенков,,,,,,school,,41.8730459,21.6006220
